PR_Number,Author,Score,Mesa_Triggered,Trust_Delta,Unlinked_PR,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Violation_Reasons,Time_Saved_Hours,Operational_Savings_USD,Timestamp,PR_State,Is_Bot,Repo_Slug
109856,BastiaanOlij,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:29Z,Merged,FALSE,godotengine/godot
114401,HolonProduction,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:30Z,Merged,FALSE,godotengine/godot
109847,vaner-org,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:31Z,Merged,FALSE,godotengine/godot
114400,shiena,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:54:32Z,Merged,FALSE,godotengine/godot
109845,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:32Z,Merged,FALSE,godotengine/godot
114398,FifthTundraG,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:33Z,Merged,FALSE,godotengine/godot
109844,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:34Z,Merged,FALSE,godotengine/godot
114397,ryevdokimov,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:35Z,Open,FALSE,godotengine/godot
109843,Muller-Castro,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:36Z,Merged,FALSE,godotengine/godot
114396,kitbdev,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:36Z,Open,FALSE,godotengine/godot
109842,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:37Z,Merged,FALSE,godotengine/godot
114395,TokageItLab,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:38Z,Merged,FALSE,godotengine/godot
109841,precup,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:54:39Z,Merged,FALSE,godotengine/godot
114394,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:40Z,Merged,FALSE,godotengine/godot
109839,vaner-org,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:41Z,Merged,FALSE,godotengine/godot
114392,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:42Z,Merged,FALSE,godotengine/godot
109832,Muller-Castro,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:42Z,Open,FALSE,godotengine/godot
114388,Levitifox,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:43Z,Open,FALSE,godotengine/godot
109828,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:44Z,Merged,FALSE,godotengine/godot
114387,TranquilMarmot,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:45Z,Open,FALSE,godotengine/godot
109827,EIREXE,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:46Z,Open,FALSE,godotengine/godot
114386,AntonXCM,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:46Z,Open,FALSE,godotengine/godot
109825,KoBeWi,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:54:47Z,Merged,FALSE,godotengine/godot
114385,Meorge,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:48Z,Merged,FALSE,godotengine/godot
109824,KoBeWi,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:54:49Z,Merged,FALSE,godotengine/godot
114384,syntaxerror247,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:49Z,Merged,FALSE,godotengine/godot
109823,Spartan322,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:51Z,Open,FALSE,godotengine/godot
114382,syntaxerror247,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:51Z,Merged,FALSE,godotengine/godot
109820,groud,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:52Z,Merged,FALSE,godotengine/godot
114378,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:53Z,Open,FALSE,godotengine/godot
109819,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:54Z,Merged,FALSE,godotengine/godot
114377,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:55Z,Closed,FALSE,godotengine/godot
109818,syntaxerror247,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:56Z,Merged,FALSE,godotengine/godot
114376,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:57Z,Closed,FALSE,godotengine/godot
109816,SatLess,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:58Z,Merged,FALSE,godotengine/godot
114375,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:54:59Z,Open,FALSE,godotengine/godot
109815,Muller-Castro,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:00Z,Merged,FALSE,godotengine/godot
114374,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:01Z,Open,FALSE,godotengine/godot
109814,aaronp64,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:02Z,Merged,FALSE,godotengine/godot
114373,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:02Z,Open,FALSE,godotengine/godot
109813,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:03Z,Merged,FALSE,godotengine/godot
114372,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:04Z,Merged,FALSE,godotengine/godot
109811,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:05Z,Merged,FALSE,godotengine/godot
114369,TheDying0fLight,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:06Z,Open,FALSE,godotengine/godot
109808,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:07Z,Closed,FALSE,godotengine/godot
114368,TheDying0fLight,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:08Z,Open,FALSE,godotengine/godot
109805,Repiteo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:09Z,Merged,FALSE,godotengine/godot
114367,Lazy-Rabbit-2001,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:10Z,Closed,FALSE,godotengine/godot
109803,BastiaanOlij,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:11Z,Merged,FALSE,godotengine/godot
114366,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:12Z,Merged,FALSE,godotengine/godot
109802,oxeron,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:13Z,Merged,FALSE,godotengine/godot
114365,ej-sanmartin,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:15Z,Open,FALSE,godotengine/godot
109801,KoBeWi,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:16Z,Merged,FALSE,godotengine/godot
114364,Lazy-Rabbit-2001,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:17Z,Merged,FALSE,godotengine/godot
109800,aaronfranke,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:17Z,Open,FALSE,godotengine/godot
114363,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:18Z,Merged,FALSE,godotengine/godot
109799,Mostafa808,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:19Z,Closed,FALSE,godotengine/godot
114361,AndyMakesGames,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:20Z,Open,FALSE,godotengine/godot
109797,OzelotVanilla,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:21Z,Merged,FALSE,godotengine/godot
114360,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:22Z,Merged,FALSE,godotengine/godot
109795,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:23Z,Merged,FALSE,godotengine/godot
114356,nikitalita,30,FALSE,0,1,0,2,0,,Structural Clone x2 | Unlinked PR,0.0000,0.00,2026-03-11T08:55:24Z,Merged,FALSE,godotengine/godot
109794,vaner-org,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:24Z,Merged,FALSE,godotengine/godot
114355,Akosmo,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:25Z,Merged,FALSE,godotengine/godot
109793,joaopedroxavier,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:26Z,Merged,FALSE,godotengine/godot
114354,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:27Z,Merged,FALSE,godotengine/godot
109792,vaner-org,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:28Z,Merged,FALSE,godotengine/godot
114353,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:29Z,Open,FALSE,godotengine/godot
109791,Talkashie,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:30Z,Merged,FALSE,godotengine/godot
114351,emanvidmaker,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:31Z,Open,FALSE,godotengine/godot
109790,adamscott,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:32Z,Merged,FALSE,godotengine/godot
114348,YeldhamDev,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:32Z,Merged,FALSE,godotengine/godot
109786,Repiteo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:33Z,Merged,FALSE,godotengine/godot
114347,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:34Z,Open,FALSE,godotengine/godot
109785,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:35Z,Merged,FALSE,godotengine/godot
114345,dalexeev,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:36Z,Open,FALSE,godotengine/godot
109783,tle-oops,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:37Z,Closed,FALSE,godotengine/godot
114338,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:37Z,Open,FALSE,godotengine/godot
109779,dsnopek,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:38Z,Merged,FALSE,godotengine/godot
114336,LunaCapra,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:39Z,Merged,FALSE,godotengine/godot
109778,BlueCube3310,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:40Z,Merged,FALSE,godotengine/godot
114335,kleonc,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:41Z,Merged,FALSE,godotengine/godot
109777,vaner-org,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:42Z,Merged,FALSE,godotengine/godot
114334,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:43Z,Merged,FALSE,godotengine/godot
109775,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:44Z,Merged,FALSE,godotengine/godot
114330,illusory-dream,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:44Z,Merged,FALSE,godotengine/godot
109772,Yarwin,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:45Z,Merged,FALSE,godotengine/godot
114329,kellemar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:46Z,Open,FALSE,godotengine/godot
109770,RandomShaper,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:47Z,Merged,FALSE,godotengine/godot
114328,kleonc,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:47Z,Merged,FALSE,godotengine/godot
109766,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:48Z,Merged,FALSE,godotengine/godot
114327,LanzaSchneider,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:49Z,Open,FALSE,godotengine/godot
109765,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:50Z,Merged,FALSE,godotengine/godot
114325,KoBeWi,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:55:51Z,Merged,FALSE,godotengine/godot
109764,ydeltastar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:52Z,Merged,FALSE,godotengine/godot
114324,m4gr3d,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:53Z,Merged,FALSE,godotengine/godot
109763,timothyqiu,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:54Z,Open,FALSE,godotengine/godot
114323,snowfrogdev,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:54Z,Merged,FALSE,godotengine/godot
109760,SatLess,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:55Z,Closed,FALSE,godotengine/godot
114319,DexterFstone,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:56Z,Open,FALSE,godotengine/godot
109758,Repiteo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:57Z,Merged,FALSE,godotengine/godot
114318,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:58Z,Closed,FALSE,godotengine/godot
109756,aaronfranke,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:59Z,Open,FALSE,godotengine/godot
114316,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:55:59Z,Merged,FALSE,godotengine/godot
109755,Giganzo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:00Z,Merged,FALSE,godotengine/godot
114315,KoBeWi,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:01Z,Merged,FALSE,godotengine/godot
109753,dsnopek,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:02Z,Merged,FALSE,godotengine/godot
114314,blueskythlikesclouds,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:03Z,Merged,FALSE,godotengine/godot
109750,Nintorch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:04Z,Merged,FALSE,godotengine/godot
114313,blueskythlikesclouds,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:04Z,Merged,FALSE,godotengine/godot
109749,Repiteo,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:05Z,Merged,FALSE,godotengine/godot
114312,MohammedTaherMcW,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:06Z,Closed,FALSE,godotengine/godot
109747,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:07Z,Merged,FALSE,godotengine/godot
114307,scgm0,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:08Z,Open,FALSE,godotengine/godot
109746,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:08Z,Open,FALSE,godotengine/godot
114300,TheDying0fLight,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:09Z,Open,FALSE,godotengine/godot
109744,Repiteo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:10Z,Merged,FALSE,godotengine/godot
114291,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:11Z,Merged,FALSE,godotengine/godot
109743,Giganzo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:12Z,Open,FALSE,godotengine/godot
114290,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:13Z,Merged,FALSE,godotengine/godot
109739,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:13Z,Merged,FALSE,godotengine/godot
114289,Meorge,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:14Z,Open,FALSE,godotengine/godot
109738,aaronfranke,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:15Z,Open,FALSE,godotengine/godot
114283,KoBeWi,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:16Z,Merged,FALSE,godotengine/godot
109736,Rubonnek,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:17Z,Merged,FALSE,godotengine/godot
114281,DarioSamo,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:18Z,Merged,FALSE,godotengine/godot
109735,mihe,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:19Z,Merged,FALSE,godotengine/godot
114279,clayjohn,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:19Z,Merged,FALSE,godotengine/godot
109733,ryevdokimov,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:20Z,Merged,FALSE,godotengine/godot
114278,Meorge,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:21Z,Open,FALSE,godotengine/godot
109731,WhalesState,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:22Z,Closed,FALSE,godotengine/godot
114269,nanodeath,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:22Z,Merged,FALSE,godotengine/godot
109730,simongoricar,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:23Z,Open,FALSE,godotengine/godot
114268,AR-DEV-1,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:24Z,Closed,FALSE,godotengine/godot
109729,belzecue,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:25Z,Open,FALSE,godotengine/godot
114266,mxtherfxcker,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:26Z,Merged,FALSE,godotengine/godot
109727,arkology,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:26Z,Merged,FALSE,godotengine/godot
114265,mortifiedtux,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:27Z,Open,FALSE,godotengine/godot
109725,BlueCube3310,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:28Z,Merged,FALSE,godotengine/godot
114263,mxtherfxcker,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:29Z,Open,FALSE,godotengine/godot
109724,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:30Z,Merged,FALSE,godotengine/godot
114262,MadeScientist,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:30Z,Merged,FALSE,godotengine/godot
109723,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:31Z,Merged,FALSE,godotengine/godot
114261,aaronp64,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:32Z,Merged,FALSE,godotengine/godot
109722,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:33Z,Open,FALSE,godotengine/godot
114259,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:34Z,Merged,FALSE,godotengine/godot
109720,timothyqiu,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:35Z,Closed,FALSE,godotengine/godot
114257,RoyBerardo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:35Z,Open,FALSE,godotengine/godot
109708,Giganzo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:36Z,Merged,FALSE,godotengine/godot
114253,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:37Z,Merged,FALSE,godotengine/godot
109703,bmolyneaux,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:38Z,Open,FALSE,godotengine/godot
114252,lodetrick,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:39Z,Merged,FALSE,godotengine/godot
109702,bmolyneaux,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:39Z,Open,FALSE,godotengine/godot
114251,iker-sr,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:40Z,Open,FALSE,godotengine/godot
109701,arkology,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:41Z,Merged,FALSE,godotengine/godot
114249,YeldhamDev,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:42Z,Merged,FALSE,godotengine/godot
109700,BlueCube3310,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:43Z,Merged,FALSE,godotengine/godot
114247,migueldeicaza,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:44Z,Merged,FALSE,godotengine/godot
109699,bruvzg,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:44Z,Merged,FALSE,godotengine/godot
114245,mxtherfxcker,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:45Z,Closed,FALSE,godotengine/godot
109695,Maran23,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:46Z,Merged,FALSE,godotengine/godot
114244,mxtherfxcker,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:47Z,Closed,FALSE,godotengine/godot
109694,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:47Z,Merged,FALSE,godotengine/godot
114243,leandro-benedet-garcia,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:48Z,Merged,FALSE,godotengine/godot
109692,WhalesState,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:50Z,Closed,FALSE,godotengine/godot
114241,lodetrick,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:56:51Z,Open,FALSE,godotengine/godot
109685,nikitalita,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:52Z,Merged,FALSE,godotengine/godot
114240,TokageItLab,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:52Z,Merged,FALSE,godotengine/godot
109684,ryevdokimov,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:53Z,Merged,FALSE,godotengine/godot
114237,syntaxerror247,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:54Z,Merged,FALSE,godotengine/godot
109682,erobinson-1997,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:55Z,Open,FALSE,godotengine/godot
114236,warriormaster12,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:56Z,Merged,FALSE,godotengine/godot
109680,ryevdokimov,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:57Z,Open,FALSE,godotengine/godot
114234,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:58Z,Merged,FALSE,godotengine/godot
109678,ryevdokimov,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:56:59Z,Open,FALSE,godotengine/godot
114231,passivestar,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:00Z,Merged,FALSE,godotengine/godot
109676,bruvzg,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:00Z,Merged,FALSE,godotengine/godot
114227,BastiaanOlij,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:57:01Z,Merged,FALSE,godotengine/godot
109673,Giganzo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:02Z,Merged,FALSE,godotengine/godot
114225,Calinou,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:03Z,Merged,FALSE,godotengine/godot
109672,Giganzo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:04Z,Merged,FALSE,godotengine/godot
114222,akien-mga,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-11T08:57:05Z,Merged,FALSE,godotengine/godot
109668,aaronfranke,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:06Z,Merged,FALSE,godotengine/godot
114221,kitbdev,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-11T08:57:07Z,Open,FALSE,godotengine/godot
