PR_Number,Author,Score,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Antipatterns,Comment_Violations,Timestamp
107608,SeremTitus,70,0,0,0,,,,2026-03-03T20:01:22Z
107602,CadenXc,20,0,0,0,,,,2026-03-03T20:01:23Z
107570,daniel080400,20,0,0,0,,,,2026-03-03T20:01:24Z
107569,Saalvage,20,0,0,0,,,,2026-03-03T20:01:32Z
107566,acuvue1102,20,0,0,0,,,,2026-03-03T20:01:33Z
107561,tvenclovas96,70,0,0,0,,,,2026-03-03T20:01:34Z
107557,ObaniGemini,0,0,0,0,,,,2026-03-03T20:01:35Z
107556,Sammyjroberts,30,1,0,0,,,,2026-03-03T20:01:36Z
107537,HH45137,70,0,0,0,,,,2026-03-03T20:01:37Z
107523,RoyBerardo,70,0,0,0,,,,2026-03-03T20:01:38Z
107503,MrJustreborn,20,0,0,0,,,,2026-03-03T20:01:39Z
107492,Ivorforce,20,0,0,0,,,,2026-03-03T20:01:40Z
107489,ryevdokimov,70,0,0,0,,,,2026-03-03T20:01:41Z
107477,bruvzg,20,0,0,0,,,,2026-03-03T20:01:42Z
107464,adamscott,20,0,0,0,,,,2026-03-03T20:01:43Z
107456,Zshandi,0,0,0,0,,,,2026-03-03T20:01:44Z
107431,lodetrick,20,0,0,0,,,,2026-03-03T20:01:44Z
107421,bfloch,20,0,0,0,,,,2026-03-03T20:01:45Z
107405,KoBeWi,20,0,0,0,,,,2026-03-03T20:01:46Z
107401,daniel080400,20,0,0,0,,,,2026-03-03T20:01:47Z
107377,aaronfranke,20,0,0,0,,,,2026-03-03T20:01:48Z
107372,pippenpaddleopsicopolis,20,0,0,0,,,,2026-03-03T20:01:49Z
107367,Calinou,70,0,0,0,,,,2026-03-03T20:01:50Z
107351,lyuma,20,0,0,0,,,,2026-03-03T20:01:51Z
107350,bruvzg,20,0,0,0,,,,2026-03-03T20:01:52Z
107339,DeeJayLSP,0,0,0,0,,,,2026-03-03T20:01:53Z
107330,lawnjelly,20,0,0,0,,,,2026-03-03T20:01:54Z
107319,kleonc,0,0,0,0,,,,2026-03-03T20:01:55Z
107301,RafKSC,20,0,0,0,,,,2026-03-03T20:01:56Z
107296,MisakaRinOwO,20,0,0,0,,,,2026-03-03T20:01:57Z
107286,Marenz,20,0,0,0,,,,2026-03-03T20:01:58Z
107268,Rindbee,20,0,0,0,,,,2026-03-03T20:01:59Z
107266,chsoen,0,0,0,0,,,,2026-03-03T20:02:01Z
107246,dementive,20,0,0,0,,,,2026-03-03T20:02:02Z
107242,migboy1,25,0,1,0,,,,2026-03-03T20:02:03Z
107232,Calinou,70,0,0,0,,,,2026-03-03T20:02:04Z
107227,SeremTitus,70,0,0,0,,,,2026-03-03T20:02:05Z
107226,PizzaLovers007,70,0,0,0,,,,2026-03-03T20:02:06Z
107225,Calinou,50,0,0,0,,,,2026-03-03T20:02:07Z
107224,d6e,20,0,0,0,,,,2026-03-03T20:02:08Z
107223,FilipeAlexCosta,20,0,0,0,,,,2026-03-03T20:02:09Z
107209,KoBeWi,20,0,0,0,,,,2026-03-03T20:02:10Z
107208,DuartePonce,70,0,0,0,,,,2026-03-03T20:02:10Z
107205,KoBeWi,70,0,0,0,,,,2026-03-03T20:02:11Z
107200,OzelotVanilla,0,0,0,0,,,,2026-03-03T20:02:12Z
107177,DeeJayLSP,20,0,0,0,,,,2026-03-03T20:02:14Z
107174,Cthuflu,20,0,0,0,,,,2026-03-03T20:02:15Z
107170,YYF233333,65,3,3,0,,,,2026-03-03T20:02:16Z
107165,Mickeon,70,0,0,0,,,,2026-03-03T20:02:16Z
107164,hayahane,20,0,0,0,,,,2026-03-03T20:02:17Z
107162,Ivorforce,20,0,0,0,,,,2026-03-03T20:02:18Z
107157,Muller-Castro,70,0,0,0,,,,2026-03-03T20:02:19Z
107152,Lielay9,20,0,0,0,,,,2026-03-03T20:02:20Z
107149,Alex2782,70,0,0,0,,,,2026-03-03T20:02:21Z
107148,yangyey,25,0,1,0,,,,2026-03-03T20:02:22Z
107141,aaronfranke,20,0,0,0,,,,2026-03-03T20:02:23Z
107126,a-johnston,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:02:24Z
107117,Repiteo,75,5,1,0,,,,2026-03-03T20:02:25Z
107115,Calinou,20,0,0,0,,,,2026-03-03T20:02:26Z
107107,Leftyluupy,70,0,0,0,,,,2026-03-03T20:02:27Z
107106,6nodder6,20,0,0,0,,,,2026-03-03T20:02:27Z
107105,nikitalita,20,0,0,0,,,,2026-03-03T20:02:29Z
107101,MisakaRinOwO,20,0,0,0,,,,2026-03-03T20:02:30Z
107091,HolonProduction,20,0,0,0,,,,2026-03-03T20:02:31Z
107086,Calinou,20,0,0,0,,,,2026-03-03T20:02:32Z
107052,RoyBerardo,20,0,0,0,,,,2026-03-03T20:02:33Z
107048,atsed,20,0,0,0,,,,2026-03-03T20:02:34Z
107033,Joy-less,20,0,0,0,,,,2026-03-03T20:02:36Z
107032,Rindbee,0,0,0,0,,,,2026-03-03T20:02:37Z
107016,bruvzg,70,0,0,0,,,,2026-03-03T20:02:38Z
107009,Ryan-000,70,0,0,0,,,,2026-03-03T20:02:39Z
107006,jamie-pate,0,0,0,0,,,,2026-03-03T20:02:40Z
107002,DeeJayLSP,20,0,0,0,,,,2026-03-03T20:02:41Z
106987,EdwardChanCH,20,0,0,0,,,,2026-03-03T20:02:42Z
106985,gmikhail,70,0,0,0,,,,2026-03-03T20:02:43Z
106984,EdwardChanCH,20,0,0,0,,,,2026-03-03T20:02:44Z
106979,RoyBerardo,20,0,0,0,,,,2026-03-03T20:02:45Z
106968,KoBeWi,20,0,0,0,,,,2026-03-03T20:02:45Z
106928,Ivorforce,35,0,3,0,,,,2026-03-03T20:02:46Z
106926,bruvzg,70,0,0,0,,,,2026-03-03T20:02:47Z
106914,YYF233333,20,0,0,0,,,,2026-03-03T20:02:48Z
106901,SheepYhangCN,105,6,5,0,,,,2026-03-03T20:02:49Z
106883,KoBeWi,20,0,0,0,,,,2026-03-03T20:02:50Z
106882,TypeOverride3,70,0,0,0,,,,2026-03-03T20:02:51Z
106879,ArchercatNEO,70,0,0,0,,,,2026-03-03T20:02:52Z
106873,Ivorforce,20,0,0,0,,,,2026-03-03T20:02:53Z
106868,Cykyrios,20,0,0,0,,,,2026-03-03T20:02:54Z
106867,Ivorforce,20,0,0,0,,,,2026-03-03T20:02:55Z
106860,lodetrick,20,0,0,0,,,,2026-03-03T20:02:56Z
106854,Frozenfire92,20,0,0,0,,,,2026-03-03T20:02:57Z
106843,aaronp64,0,0,0,0,,,,2026-03-03T20:02:57Z
106835,ryevdokimov,20,0,0,0,,,,2026-03-03T20:02:58Z
106834,nbaum,20,0,0,0,,,,2026-03-03T20:02:59Z
106832,deralmas,0,0,0,0,,,,2026-03-03T20:03:00Z
106821,lawnjelly,0,0,0,0,,,,2026-03-03T20:03:01Z
106802,YYF233333,50,2,2,0,,,,2026-03-03T20:03:02Z
106794,ryevdokimov,20,0,0,0,,,,2026-03-03T20:03:03Z
106786,TitanNano,20,0,0,0,,,,2026-03-03T20:03:04Z
106785,ryevdokimov,20,0,0,0,,,,2026-03-03T20:03:05Z
106784,shiena,70,0,0,0,,,,2026-03-03T20:03:06Z
106777,j20001970,20,0,0,0,,,,2026-03-03T20:03:07Z
106767,Tentabrobpy,20,0,0,0,,,,2026-03-03T20:03:08Z
106765,Delsin-Yu,20,0,0,0,,,,2026-03-03T20:03:08Z
106755,Alesinx,20,0,0,0,,,,2026-03-03T20:03:09Z
106735,lodetrick,70,0,0,0,,,,2026-03-03T20:03:10Z
106734,Calinou,20,0,0,0,,,,2026-03-03T20:03:11Z
106728,pippenpaddleopsicopolis,20,0,0,0,,,,2026-03-03T20:03:12Z
106719,HolonProduction,0,0,0,0,,,,2026-03-03T20:03:13Z
106712,bruvzg,70,0,0,0,,,,2026-03-03T20:03:14Z
106707,djdanlib,70,0,0,0,,,,2026-03-03T20:03:15Z
106701,mdkdir,70,0,0,0,,,,2026-03-03T20:03:16Z
106699,Syntaxxor,20,0,0,0,,,,2026-03-03T20:03:17Z
106697,Calinou,70,0,0,0,,,,2026-03-03T20:03:18Z
106696,allenwp,65,3,3,0,,,,2026-03-03T20:03:19Z
106687,ArchercatNEO,20,0,0,0,,,,2026-03-03T20:03:20Z
106677,RubenGarcia,70,0,0,0,,,,2026-03-03T20:03:21Z
106676,Delsin-Yu,70,0,0,0,,,,2026-03-03T20:03:22Z
106675,L2750558108,20,0,0,0,,,,2026-03-03T20:03:23Z
106664,lodetrick,20,0,0,0,,,,2026-03-03T20:03:24Z
106663,AdeptusForge,20,0,0,0,,,,2026-03-03T20:03:25Z
106658,adamwych,20,0,0,0,,,,2026-03-03T20:03:26Z
106651,Calinou,70,0,0,0,,,,2026-03-03T20:03:27Z
106650,Alikae,20,0,0,0,,,,2026-03-03T20:03:28Z
106648,ArchercatNEO,70,0,0,0,,,,2026-03-03T20:03:28Z
106646,Ivorforce,20,0,0,0,,,,2026-03-03T20:03:29Z
106645,DarioSamo,45,1,3,0,,,,2026-03-03T20:03:30Z
106643,Tentabrobpy,20,0,0,0,,,,2026-03-03T20:03:31Z
106640,Calinou,20,0,0,0,,,,2026-03-03T20:03:32Z
106638,FONHOME,20,0,0,0,,,,2026-03-03T20:03:33Z
106635,L2750558108,20,0,0,0,,,,2026-03-03T20:03:34Z
106630,miv391,20,0,0,0,,,,2026-03-03T20:03:42Z
106619,ydeltastar,25,0,1,0,,,,2026-03-03T20:03:42Z
106617,RedMser,20,0,0,0,,,,2026-03-03T20:03:43Z
106611,mpsalisbury,20,0,0,0,,,,2026-03-03T20:03:44Z
106608,adriano-sudario,20,0,0,0,,,,2026-03-03T20:03:45Z
106607,adamscott,70,0,0,0,@eslint/js;@html-eslint/eslint-plugin;@html-eslint/parser;@stylistic/eslint-plugin;@types/node;eslint-plugin-html;espree;globals;jiti,,,2026-03-03T20:03:46Z
106600,Ivorforce,60,3,2,0,,,,2026-03-03T20:03:47Z
106596,aaronp64,30,0,2,0,,,,2026-03-03T20:03:48Z
106595,YYF233333,20,0,0,0,,,,2026-03-03T20:03:49Z
106589,lawnjelly,25,0,1,0,,,,2026-03-03T20:03:50Z
106583,PiCode9560,20,0,0,0,,,,2026-03-03T20:03:51Z
106581,vbettaque,70,0,0,0,,,,2026-03-03T20:03:52Z
106573,bruvzg,20,0,0,0,,,,2026-03-03T20:03:53Z
106568,KoBeWi,20,0,0,0,,,,2026-03-03T20:03:54Z
106556,lawnjelly,10,0,2,0,,,,2026-03-03T20:03:55Z
106551,lawnjelly,70,0,0,0,,,,2026-03-03T20:03:56Z
106550,Quit975,0,0,0,0,,,,2026-03-03T20:03:57Z
106549,kushagra10025,50,0,0,0,,,,2026-03-03T20:03:58Z
106533,bruvzg,70,0,0,0,,,,2026-03-03T20:03:59Z
106523,nukethebees,20,0,0,0,,,,2026-03-03T20:03:59Z
106521,nukethebees,20,0,0,0,,,,2026-03-03T20:04:01Z
106492,FireCatMagic,70,0,0,0,,,,2026-03-03T20:04:02Z
106478,bruvzg,70,0,0,0,,,,2026-03-03T20:04:02Z
106472,TheBlueOompaLoompa,0,0,0,0,,,,2026-03-03T20:04:03Z
106460,nukethebees,20,0,0,0,,,,2026-03-03T20:04:04Z
106420,cruglet,70,0,0,0,,,,2026-03-03T20:04:05Z
106408,kitbdev,30,1,0,0,,,,2026-03-03T20:04:06Z
106395,TheMagnat,25,0,1,0,,,,2026-03-03T20:04:07Z
106389,Ivorforce,20,0,0,0,,,,2026-03-03T20:04:08Z
106385,bruvzg,20,0,0,0,,,,2026-03-03T20:04:09Z
106351,adamscott,20,0,0,0,,,,2026-03-03T20:04:10Z
106347,aaronfranke,50,0,0,0,,,,2026-03-03T20:04:11Z
106344,bruvzg,30,1,0,0,,,,2026-03-03T20:04:11Z
106330,jaydensipe,70,0,0,0,,,,2026-03-03T20:04:12Z
106324,YeldhamDev,20,0,0,0,,,,2026-03-03T20:04:13Z
106323,badsectoracula,70,0,0,0,,,,2026-03-03T20:04:14Z
106322,scgm0,20,0,0,0,,,,2026-03-03T20:04:15Z
106314,DevPoodle,50,0,0,0,,,,2026-03-03T20:04:16Z
106308,cruglet,20,0,0,0,,,,2026-03-03T20:04:17Z
106294,TheMagnat,25,0,1,0,,,,2026-03-03T20:04:18Z
106293,KoBeWi,40,2,0,0,,,,2026-03-03T20:04:19Z
106292,lander-vr,20,0,0,0,,,,2026-03-03T20:04:20Z
106287,KoBeWi,20,0,0,0,,,,2026-03-03T20:04:20Z
106277,beicause,20,0,0,0,,,,2026-03-03T20:04:21Z
106272,lawnjelly,20,0,0,0,,,,2026-03-03T20:04:22Z
106266,Joseph-DiGiovanni,70,0,0,0,,,,2026-03-03T20:04:23Z
106259,myblindy,20,0,0,0,,,,2026-03-03T20:04:24Z
106256,Cykyrios,0,0,0,0,,,,2026-03-03T20:04:25Z
106245,YYF233333,20,0,0,0,,,,2026-03-03T20:04:25Z
106230,BastiaanOlij,70,0,0,0,,,,2026-03-03T20:04:26Z
106221,darksylinc,65,0,9,0,,,,2026-03-03T20:04:28Z
106212,orlambda,0,0,0,0,,,,2026-03-03T20:04:29Z
106208,myblindy,0,0,0,0,,,,2026-03-03T20:04:29Z
106204,urdaknows,20,0,0,0,,,,2026-03-03T20:04:30Z
106199,adamscott,20,0,0,0,,,,2026-03-03T20:04:31Z
106197,RubenGarcia,70,0,0,0,,,,2026-03-03T20:04:32Z
106196,DeeJayLSP,20,0,0,0,,,,2026-03-03T20:04:33Z
106181,manchere,20,0,0,0,,,,2026-03-03T20:04:34Z
106161,eigenviolet,20,0,0,0,,,,2026-03-03T20:04:35Z
106153,myblindy,20,0,0,0,,,,2026-03-03T20:04:36Z
106147,aaronfranke,20,0,0,0,,,,2026-03-03T20:04:36Z
106135,KoBeWi,0,0,0,0,,,,2026-03-03T20:04:37Z
106125,raulsntos,20,0,0,0,,,,2026-03-03T20:04:38Z
106122,beicause,330,0,22,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:04:39Z
106116,DanielKinsman,0,0,0,0,,,,2026-03-03T20:04:40Z
106112,coffeebeats,70,0,0,0,,,,2026-03-03T20:04:41Z
106105,DinkeyKing,20,0,0,0,,,,2026-03-03T20:04:42Z
106096,myblindy,170,2,16,0,,async void method `StringNameShouldNotBeUsedInLoopAnalyzerTest`: unhandled exceptions crash the process — use async Task instead (or async void only for event handlers),,2026-03-03T20:04:43Z
106075,Repiteo,20,0,0,0,,,,2026-03-03T20:04:44Z
106068,Ivorforce,30,1,0,0,,,,2026-03-03T20:04:44Z
106067,jaydensipe,20,0,0,0,,,,2026-03-03T20:04:45Z
106058,ArchieVillain,20,0,0,0,,,,2026-03-03T20:04:46Z
106054,andrej-petrovic,120,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (xml). A real security fix requires modifying source code.,,2026-03-03T20:04:47Z
106048,funkysandwich,20,0,0,0,,,,2026-03-03T20:04:48Z
106045,pyoneerC,0,0,0,0,,,,2026-03-03T20:04:49Z
106026,Ivorforce,20,0,0,0,,,,2026-03-03T20:04:50Z
106019,KoBeWi,70,0,0,0,,,,2026-03-03T20:04:50Z
106018,jrouwe,20,0,0,0,,,,2026-03-03T20:04:51Z
106010,jaydensipe,20,0,0,0,,,,2026-03-03T20:04:52Z
105998,DeeJayLSP,20,0,0,0,,,,2026-03-03T20:04:54Z
105985,programaths,70,0,0,0,,,,2026-03-03T20:04:55Z
105983,mihe,20,0,0,0,,,,2026-03-03T20:04:55Z
105981,Mickeon,70,0,0,0,,,,2026-03-03T20:04:56Z
105980,janavarro95,20,0,0,0,,,,2026-03-03T20:04:57Z
105969,Kv-Lam,20,0,0,0,,,,2026-03-03T20:04:58Z
105963,luiz734,0,0,0,0,,,,2026-03-03T20:04:59Z
105961,DinkeyKing,70,0,0,0,,,,2026-03-03T20:05:00Z
105959,RedMser,170,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (xml). A real security fix requires modifying source code.,,2026-03-03T20:05:00Z
105958,lackhand,70,0,0,0,,,,2026-03-03T20:05:01Z
105955,luiz734,0,0,0,0,,,,2026-03-03T20:05:02Z
105951,Calinou,45,2,1,0,,,,2026-03-03T20:05:03Z
105947,iiMidknightii,20,0,0,0,,,,2026-03-03T20:05:04Z
105934,BuzzLord,70,0,0,0,,,,2026-03-03T20:05:05Z
105923,ZeEndy,70,0,0,0,,,,2026-03-03T20:05:05Z
105903,precup,0,0,0,0,,,,2026-03-03T20:05:06Z
105894,bruvzg,20,0,0,0,,,,2026-03-03T20:05:08Z
105889,Calinou,70,0,0,0,,,,2026-03-03T20:05:08Z
105878,lodetrick,50,0,0,0,,,,2026-03-03T20:05:09Z
105849,adamwych,0,0,0,0,,,,2026-03-03T20:05:10Z
105845,adamscott,20,0,0,0,,,,2026-03-03T20:05:11Z
105836,corngood,20,0,0,0,,,,2026-03-03T20:05:12Z
105830,L2750558108,20,0,0,0,,,,2026-03-03T20:05:13Z
105828,Turnass,20,0,0,0,,,,2026-03-03T20:05:14Z
105821,Grublady,0,0,0,0,,,,2026-03-03T20:05:15Z
105818,Vulwsztyn,840,42,80,0,,,,2026-03-03T20:05:16Z
105809,ryevdokimov,20,0,0,0,,,,2026-03-03T20:05:17Z
105808,adamscott,30,1,0,0,,,,2026-03-03T20:05:18Z
105795,bruvzg,70,0,0,0,,,,2026-03-03T20:05:19Z
105792,dugramen,0,0,0,0,,,,2026-03-03T20:05:20Z
105791,ryevdokimov,20,0,0,0,,,,2026-03-03T20:05:20Z
105790,ryevdokimov,20,0,0,0,,,,2026-03-03T20:05:21Z
105788,Nallebeorn,20,0,0,0,,,,2026-03-03T20:05:22Z
105781,isrichards6,0,0,0,0,,,,2026-03-03T20:05:23Z
105780,luksteph,50,0,0,0,,,,2026-03-03T20:05:24Z
105779,UPFORR1,0,0,0,0,,,,2026-03-03T20:05:25Z
105777,itsnikkialr,20,0,0,0,,,,2026-03-03T20:05:26Z
105772,jaishi17,0,0,0,0,,,,2026-03-03T20:05:27Z
105762,Calinou,20,0,0,0,,,,2026-03-03T20:05:28Z
105755,Calinou,20,0,0,0,,,,2026-03-03T20:05:29Z
105753,Ivorforce,80,3,6,0,,,,2026-03-03T20:05:30Z
105752,Koltonix,20,0,0,0,,,,2026-03-03T20:05:31Z
105729,KoBeWi,20,0,0,0,,,,2026-03-03T20:05:32Z
105710,Ivorforce,80,4,4,0,,,,2026-03-03T20:05:34Z
105698,WhalesState,20,0,0,0,,,,2026-03-03T20:05:35Z
105695,kitbdev,70,0,0,0,,,,2026-03-03T20:05:36Z
105694,TokageItLab,20,0,0,0,,,,2026-03-03T20:05:36Z
105685,Repiteo,190,11,12,0,,,,2026-03-03T20:05:38Z
105684,ydeltastar,70,0,0,0,,,,2026-03-03T20:05:39Z
105682,goatchurchprime,70,0,0,0,,,,2026-03-03T20:05:40Z
105670,adamscott,20,0,0,0,,,,2026-03-03T20:05:40Z
105663,RudyFisher7,20,0,0,0,,,,2026-03-03T20:05:41Z
105657,Grublady,0,0,0,0,,,,2026-03-03T20:05:42Z
105651,eigenviolet,20,0,0,0,,,,2026-03-03T20:05:43Z
105649,Calinou,70,0,0,0,,,,2026-03-03T20:05:44Z
105635,fins-gd,70,0,0,0,,,,2026-03-03T20:05:44Z
105632,Geometror,20,0,0,0,,,,2026-03-03T20:05:45Z
105608,cruglet,20,0,0,0,,,,2026-03-03T20:05:46Z
105600,SlyZ1,70,0,0,0,,,,2026-03-03T20:05:47Z
105590,Cre8or,70,0,0,0,,,,2026-03-03T20:05:48Z
105589,Koyper,70,0,0,0,,,,2026-03-03T20:05:49Z
105579,WhalesState,20,0,0,0,,,,2026-03-03T20:05:50Z
105573,marcosc90,20,0,0,0,,,,2026-03-03T20:05:51Z
105555,DeeJayLSP,20,0,0,0,,,,2026-03-03T20:05:52Z
105554,lodetrick,70,0,0,0,,,,2026-03-03T20:05:52Z
105553,m4gr3d,70,0,0,0,,,,2026-03-03T20:05:53Z
105551,willnationsdev,70,0,0,0,,,,2026-03-03T20:05:54Z
105550,KoBeWi,70,0,0,0,,,,2026-03-03T20:05:55Z
105549,adamwych,20,0,0,0,,,,2026-03-03T20:05:56Z
105545,PizzaLovers007,70,0,0,0,,,,2026-03-03T20:05:57Z
105543,bruvzg,20,0,0,0,,,,2026-03-03T20:05:58Z
105536,Cretezy,20,0,0,0,,,,2026-03-03T20:05:59Z
105529,m4gr3d,495,6,13,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:06:00Z
105528,tehKaiN,0,0,0,0,,,,2026-03-03T20:06:01Z
105526,schadocalex,20,0,0,0,,,,2026-03-03T20:06:02Z
105522,KoBeWi,20,0,0,0,,,,2026-03-03T20:06:03Z
105513,Raftatul,20,0,0,0,,,,2026-03-03T20:06:04Z
105512,dennmar,50,0,0,0,,,,2026-03-03T20:06:04Z
105508,Lcbx,20,0,0,0,,,,2026-03-03T20:06:05Z
105503,EndGameGl,20,0,0,0,,,,2026-03-03T20:06:06Z
105497,Calinou,70,0,0,0,,,,2026-03-03T20:06:07Z
105492,Calinou,20,0,0,0,,,,2026-03-03T20:06:08Z
105490,michelleboisvert,20,0,0,0,,,,2026-03-03T20:06:09Z
105479,bruvzg,30,1,0,0,,,,2026-03-03T20:06:09Z
105478,cruglet,285,0,53,0,,,,2026-03-03T20:06:11Z
105477,beicause,50,0,0,0,,,,2026-03-03T20:06:12Z
105476,botero-dev,20,0,0,0,,,,2026-03-03T20:06:13Z
105471,Lexyth,20,0,0,0,,,,2026-03-03T20:06:14Z
105461,adamscott,20,0,0,0,,,,2026-03-03T20:06:14Z
105436,tehKaiN,20,0,0,0,,,,2026-03-03T20:06:15Z
105416,yahkr,70,0,0,0,,,,2026-03-03T20:06:16Z
105398,jaydensipe,20,0,0,0,,,,2026-03-03T20:06:17Z
105396,tomfull123,20,0,0,0,,,,2026-03-03T20:06:18Z
105391,Raftatul,70,0,0,0,,,,2026-03-03T20:06:19Z
105388,adamscott,20,0,0,0,,,,2026-03-03T20:06:19Z
105380,beicause,0,0,0,0,,,,2026-03-03T20:06:21Z
105371,adamscott,20,0,0,0,,,,2026-03-03T20:06:22Z
105364,The-Cyber-Captain,70,0,0,0,,,,2026-03-03T20:06:22Z
105342,beicause,70,0,0,0,,,,2026-03-03T20:06:24Z
105319,ze2j,20,0,0,0,,,,2026-03-03T20:06:26Z
105317,CrayolaEater,20,0,0,0,,,,2026-03-03T20:06:27Z
105309,KoBeWi,20,0,0,0,,,,2026-03-03T20:06:28Z
105305,KoBeWi,70,0,0,0,,,,2026-03-03T20:06:29Z
105303,KoBeWi,0,0,0,0,,,,2026-03-03T20:06:30Z
105295,Joy-less,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:06:32Z
105269,ytianle,20,0,0,0,,,,2026-03-03T20:06:33Z
105251,Ducklett,70,0,0,0,,,,2026-03-03T20:06:33Z
105243,Calinou,20,0,0,0,,,,2026-03-03T20:06:35Z
105227,basicer,70,0,0,0,,,,2026-03-03T20:06:36Z
105218,ProgrammerOnCoffee,20,0,0,0,,,,2026-03-03T20:06:36Z
105217,elementbound,70,0,0,0,,,,2026-03-03T20:06:37Z
105215,Ivorforce,25,0,1,0,,,,2026-03-03T20:06:38Z
105211,Chaosus,70,0,0,0,,,,2026-03-03T20:06:39Z
105199,Calinou,70,0,0,0,,,,2026-03-03T20:06:40Z
105184,aaronfranke,20,0,0,0,,,,2026-03-03T20:06:41Z
105182,SomeRanDev,70,0,0,0,,,,2026-03-03T20:06:42Z
105168,JoNax97,20,0,0,0,,,,2026-03-03T20:06:43Z
105165,Nohac,20,0,0,0,,,,2026-03-03T20:06:44Z
105139,beicause,70,0,0,0,,,,2026-03-03T20:06:45Z
105134,adriano-sudario,20,0,0,0,,,,2026-03-03T20:06:46Z
105123,CrabNickolson,20,0,0,0,,,,2026-03-03T20:06:47Z
105122,Calinou,20,0,0,0,,,,2026-03-03T20:06:48Z
105091,Summersay415,70,0,0,0,,,,2026-03-03T20:06:48Z
105088,dinkoa,70,0,0,0,,,,2026-03-03T20:06:49Z
105083,bruvzg,70,0,0,0,,,,2026-03-03T20:06:50Z
105046,Chaosus,70,0,0,0,,,,2026-03-03T20:06:50Z
105040,douglaslassance,70,0,0,0,,,,2026-03-03T20:06:51Z
105032,BenLubar,20,0,0,0,,,,2026-03-03T20:06:52Z
105008,bruvzg,20,0,0,0,,,,2026-03-03T20:06:53Z
104995,Repiteo,20,0,0,0,,,,2026-03-03T20:06:54Z
104980,Dowsley,270,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `delete`: manual memory management is error-prone — let unique_ptr/shared_ptr handle deallocation;Raw `delete`: manual memory management is error-prone — let unique_ptr/shared_ptr handle deallocation;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:06:55Z
104956,beicause,0,0,0,0,,,,2026-03-03T20:06:55Z
104955,Meorge,70,0,0,0,,,,2026-03-03T20:06:56Z
104944,Calinou,20,0,0,0,,,,2026-03-03T20:06:57Z
104940,KoBeWi,0,0,0,0,,,,2026-03-03T20:06:58Z
104929,kiroxas,20,0,0,0,,,,2026-03-03T20:06:59Z
104928,YYF233333,20,0,0,0,,,,2026-03-03T20:07:00Z
104923,rossunger,20,0,0,0,,,,2026-03-03T20:07:00Z
104917,rossunger,20,0,0,0,,,,2026-03-03T20:07:01Z
104908,RoyBerardo,70,0,0,0,,,,2026-03-03T20:07:03Z
104900,GustJc,70,0,0,0,,,,2026-03-03T20:07:04Z
104868,Naros,0,0,0,0,,,,2026-03-03T20:07:05Z
104865,shoonee,20,0,0,0,,,,2026-03-03T20:07:06Z
104863,RoyBerardo,70,0,0,0,,,,2026-03-03T20:07:07Z
104860,YeldhamDev,70,0,0,0,,,,2026-03-03T20:07:08Z
104855,Repiteo,20,0,0,0,,,,2026-03-03T20:07:09Z
104852,Repiteo,20,0,0,0,,,,2026-03-03T20:07:11Z
104839,chocola-mint,0,0,0,0,,,,2026-03-03T20:07:11Z
104813,LiveTrower,70,0,0,0,,,,2026-03-03T20:07:12Z
104805,Joy-less,20,0,0,0,,,,2026-03-03T20:07:14Z
104800,Repiteo,20,0,0,0,,,,2026-03-03T20:07:15Z
104799,Macksaur,55,3,1,0,,,,2026-03-03T20:07:16Z
104787,aaronfranke,20,0,0,0,,,,2026-03-03T20:07:17Z
104783,vaeleborne,20,0,0,0,,,,2026-03-03T20:07:18Z
104782,shoonee,20,0,0,0,,,,2026-03-03T20:07:19Z
